order_id,city_tier,customer_age,customer_loyalty_score,order_hour,order_day_of_week,order_month,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,estimated_delivery_time,traffic_level_score,weather_severity_score,restaurant_rating,delivery_partner_rating,customer_rating,order_value,delivery_fee,discount_amount,tip_amount,final_amount_paid,number_of_items,cancellation_flag,delayed_delivery_flag,refund_flag,promo_code_used,premium_customer_flag,festival_or_weekend_flag,delivery_partner_experience_years,delivery_efficiency_score
bf5a7955-9a42-4311-babc-17f186a72e88,3.0,31.0,57.376434,5.0,5.0,6.0,12.16055,27.0,107.0,84.0,8.9,9.6,3.3,4.5,2.3,100.0,0.21258703,19.354324,22.294485,103.15275,7.0,True,True,False,True,False,False,4.0,32.2
1c1531d7-1444-4cfd-97d4-83431d6a5fdf,1.0,47.0,68.722046,7.0,3.0,12.0,2.603332,18.0,36.0,39.0,4.0,7.0,3.8,4.6,4.4,100.0,2.0897908,10.0494175,10.385061,102.42543,8.0,True,False,False,False,False,False,5.0,76.1
c15a5b02-012c-46df-923a-e167418e77d0,1.0,37.0,80.79981,18.0,1.0,11.0,1.0463048,47.0,41.0,47.0,2.3,1.5,3.6,3.9,3.2,123.49522,5.736639,8.991311,15.553958,135.79451,4.0,False,False,False,False,False,False,11.0,96.6
75301507-aa69-47d5-b1d2-b34e64f6454f,2.0,40.0,31.582672,8.0,5.0,6.0,26.903399,47.0,128.0,125.0,3.8,8.1,4.2,4.1,4.4,100.0,9.220864,7.6634116,23.7528,125.31026,11.0,False,False,False,False,False,False,15.0,56.0
3cfe44aa-522e-4761-a93f-1af2af908c76,3.0,67.0,59.097942,2.0,1.0,9.0,38.20047,30.0,137.0,144.0,9.1,4.3,3.7,3.8,4.3,100.0,13.010208,7.769724,18.125868,123.366356,8.0,False,False,False,False,False,False,14.0,45.8
8df7712a-4ba1-4235-abf3-b9149fb8595f,1.0,64.0,24.128016,9.0,1.0,5.0,14.802955,26.0,93.0,90.0,9.8,8.7,3.5,4.1,3.7,100.0,11.600938,29.885271,11.637334,93.353004,12.0,False,False,False,True,False,False,13.0,53.6
20d8669d-e220-4825-bba6-9360dc68c5bb,3.0,59.0,90.35215,3.0,4.0,12.0,36.14146,29.0,126.0,126.0,4.1,2.5,4.8,4.5,4.6,100.0,2.1012464,20.733671,3.3336496,84.701225,2.0,False,False,False,True,False,False,12.0,59.2
d170394b-b81d-441c-b0a6-291be1406b64,3.0,51.0,89.943954,8.0,1.0,7.0,24.02564,56.0,105.0,111.0,1.9,1.4,4.0,4.3,4.4,182.96082,14.838592,11.598088,0.28853875,186.48985,3.0,False,False,False,True,True,False,3.0,57.5
d6a2e6f8-210c-47db-812b-b9a007297da3,1.0,20.0,23.092411,1.0,5.0,10.0,15.717727,41.0,100.0,96.0,9.7,2.9,4.1,4.7,3.8,100.0,13.459548,19.023443,20.061043,114.49715,8.0,False,False,False,False,False,False,15.0,63.2
61de2804-485e-4523-9420-95397df31a80,1.0,21.0,75.02218,7.0,4.0,7.0,3.957295,17.0,52.0,51.0,7.9,7.5,3.5,3.7,3.8,100.0,12.564293,22.816137,18.104237,107.852394,1.0,False,False,False,True,False,False,11.0,72.0
e55b7e3f-567b-4cfa-8cdc-8c26078397e9,2.0,21.0,6.7370367,2.0,1.0,4.0,10.712287,31.0,73.0,67.0,3.5,5.7,3.9,4.4,4.6,142.19432,2.0295131,25.896616,1.069922,119.39714,8.0,True,False,False,False,False,False,2.0,58.8
bcca3575-541a-419b-bf6b-45fd335ce9ee,1.0,70.0,39.927734,3.0,2.0,3.0,17.26444,53.0,103.0,90.0,1.0,1.9,4.1,3.7,4.1,100.0,9.691373,23.401066,8.4415655,94.73187,11.0,False,True,False,False,False,False,2.0,57.6
90b3cf72-fdf8-4eee-b47d-a9548be8b763,3.0,57.0,59.84423,11.0,5.0,12.0,25.771486,8.0,92.0,96.0,6.5,8.3,3.6,4.2,4.6,100.0,3.475306,16.76706,5.9546533,92.6629,4.0,False,False,False,True,True,False,12.0,59.4
ac1b0a23-911e-49c1-ac0b-5064b16a553e,3.0,62.0,63.093094,13.0,4.0,10.0,7.0513673,54.0,89.0,92.0,9.8,7.5,4.3,4.5,2.7,100.0,4.057988,12.87388,10.223005,101.40711,10.0,False,False,False,False,True,False,12.0,55.2
6c417014-bf37-4503-8c92-487cb8bf0bb3,2.0,31.0,34.67358,18.0,1.0,10.0,4.0260296,10.0,17.0,28.0,1.0,5.0,3.8,4.1,4.1,170.53482,4.5731764,14.892315,2.5568237,162.7725,5.0,False,False,True,True,True,True,9.0,99.9
65856768-7606-4164-b2af-a48e6ce7f191,3.0,40.0,13.2607565,8.0,3.0,9.0,3.8660429,34.0,57.0,53.0,3.8,5.9,4.0,4.4,3.1,126.586006,3.0931938,27.60378,23.828463,125.90388,4.0,False,False,False,True,False,False,15.0,87.8
4cd27891-9c60-44b9-8864-7381b6d6abac,1.0,30.0,84.755486,2.0,4.0,2.0,4.449203,34.0,42.0,47.0,1.0,4.6,3.8,3.8,4.0,100.0,5.4444437,24.903542,16.523542,97.064445,10.0,False,False,False,False,False,False,8.0,88.7
5caa275d-4c0b-4f3c-b7cc-ef2ed0bc334d,3.0,68.0,12.1781845,12.0,3.0,2.0,21.421726,30.0,93.0,90.0,1.0,6.7,4.9,3.5,4.4,107.62683,10.779799,26.042416,10.834039,103.19825,11.0,False,False,False,False,False,False,7.0,63.4
ded6a369-7cbb-4fa0-bcef-fb3c1ced9968,3.0,47.0,26.66322,6.0,4.0,11.0,20.116394,59.0,131.0,122.0,5.3,9.1,4.1,4.4,5.0,136.72891,12.680315,22.820482,2.2921002,128.88084,12.0,False,False,False,False,False,False,10.0,41.3
93e15578-ad66-45a7-92dd-75e7b9b89aae,2.0,49.0,51.740005,16.0,1.0,11.0,20.342045,15.0,69.0,74.0,1.0,6.0,3.6,4.9,3.5,100.0,6.791194,28.945631,21.458538,99.3041,5.0,True,False,False,False,False,False,6.0,72.2
dbc5a1f0-9a4f-4448-a4ea-8bc1d64400fc,3.0,49.0,86.275246,10.0,5.0,7.0,21.979635,58.0,118.0,122.0,8.4,2.9,4.5,3.8,3.7,100.0,10.139027,20.309654,19.144266,108.97364,7.0,False,False,False,True,False,False,11.0,51.4
cb408259-c89e-4d9a-aedb-506caadc4e62,1.0,73.0,26.70009,20.0,5.0,2.0,38.93019,14.0,134.0,126.0,4.8,5.0,3.6,4.7,3.9,100.0,0.001928488,7.4669185,21.910364,114.44537,10.0,False,False,False,False,False,False,10.0,47.3
a85998bf-42e4-4529-bc54-8396b95c4f6c,3.0,31.0,14.944792,20.0,4.0,3.0,1.4128709,60.0,72.0,66.0,1.0,8.4,4.2,4.2,3.5,134.15848,1.9551924,10.148101,9.613096,135.57866,6.0,True,False,False,False,False,False,3.0,62.0
b4cdbad5-b54c-4995-b43d-4705ae2f4a2b,3.0,19.0,43.512527,14.0,1.0,11.0,3.1875846,36.0,75.0,70.0,9.5,9.5,3.2,3.7,4.5,109.12019,11.332222,20.372562,6.9808326,107.060684,7.0,False,False,False,False,False,False,7.0,49.4
a555dda0-d1bc-4b14-8c0a-ca409d7e1ce0,3.0,36.0,86.36631,17.0,1.0,6.0,5.01668,31.0,48.0,51.0,3.3,4.9,3.5,3.7,4.0,100.0,2.6830354,27.25019,21.452173,96.88502,6.0,False,False,False,False,False,False,14.0,92.1
c3b0c040-0969-4c6c-864d-8efaf2cc5223,3.0,53.0,51.909534,14.0,5.0,3.0,19.366182,46.0,89.0,100.0,4.2,4.1,4.2,4.2,4.1,111.74585,8.97012,2.7309601,19.414202,137.39922,1.0,False,False,False,False,False,False,15.0,76.9
2d5405bc-3de2-4059-affc-44e87cc2baa3,3.0,58.0,42.35664,6.0,1.0,2.0,20.634377,42.0,106.0,112.0,9.0,6.0,4.4,4.0,4.3,100.0,2.21541,22.435518,7.1998644,86.97976,12.0,False,False,False,False,True,False,9.0,46.8
be8a31f1-48b3-4dc8-a2c0-951a0392b2fc,3.0,67.0,0.53543437,21.0,2.0,2.0,29.74209,56.0,127.0,135.0,7.1,1.3,4.2,3.7,4.0,100.0,7.399249,11.892931,9.599679,105.105995,3.0,True,False,False,True,False,False,2.0,36.6
8f1e4228-a24a-4229-91d5-5e8500e449a2,3.0,43.0,1.0641314,6.0,1.0,4.0,31.802332,14.0,107.0,102.0,2.4,4.1,4.0,3.5,3.6,100.0,13.310009,9.073641,7.9802175,112.21658,7.0,False,False,False,False,False,False,11.0,66.0
91b0e20c-3186-4bec-a87c-9cc312ebffc7,1.0,24.0,48.758133,11.0,6.0,6.0,37.46248,29.0,134.0,132.0,4.7,3.8,4.0,3.9,4.0,144.76169,3.6263947,29.579893,11.01669,129.82489,6.0,False,False,False,False,False,True,12.0,52.9
b7b36cca-4f51-45c1-9be8-992f949c6826,3.0,23.0,41.98238,22.0,1.0,10.0,9.558814,38.0,71.0,76.0,7.2,4.7,3.4,4.3,3.5,100.0,5.8610783,23.244225,1.2776353,83.89449,11.0,False,False,False,False,True,False,14.0,75.4
1c41e8df-af77-4f6b-af65-3cad5a731f6e,3.0,51.0,33.803448,23.0,4.0,2.0,27.869827,45.0,128.0,131.0,5.8,9.4,3.8,4.2,4.1,100.0,3.7811728,8.432561,23.615572,118.96418,6.0,False,False,False,True,False,False,15.0,50.1
7dce4ac6-38d3-42fb-b38f-522adb2a96da,2.0,63.0,6.3440185,3.0,6.0,11.0,10.193029,22.0,67.0,63.0,8.0,2.9,3.9,4.0,4.5,148.85605,4.9798656,0.10916431,0.3317217,154.05847,11.0,False,False,False,True,False,True,14.0,78.0
6006ec9a-660a-4a6c-a802-70ef19d501a4,3.0,24.0,36.182156,19.0,4.0,5.0,32.53975,14.0,100.0,103.0,1.7,4.6,4.6,4.3,3.4,146.78603,11.472913,6.837482,13.233513,164.65498,3.0,False,False,False,False,False,False,5.0,58.7
c1354510-e1ce-47a6-91b9-5617aa83cad5,3.0,19.0,42.053307,22.0,3.0,1.0,25.680592,26.0,100.0,105.0,9.7,0.1,4.3,4.6,3.2,100.0,13.151562,25.282389,11.7574415,99.62662,8.0,False,False,False,True,False,False,1.0,42.2
65a812f0-f918-46aa-a7a5-29debaff62e0,1.0,57.0,73.18263,8.0,6.0,6.0,19.59859,24.0,99.0,83.0,4.2,4.1,3.3,4.4,4.0,100.0,2.659953,7.069379,2.4393098,98.029884,6.0,True,True,False,True,False,True,3.0,51.2
f541dd74-36d5-45b5-87a5-b8009fd5aaba,1.0,58.0,96.319176,20.0,6.0,10.0,2.6012025,25.0,52.0,56.0,7.0,10.0,4.2,4.2,3.6,121.6167,12.855431,14.040947,12.857663,133.28885,10.0,False,False,False,True,False,True,1.0,52.0
b71d206e-073a-4ad1-9340-79fc83ce2963,3.0,57.0,93.58778,13.0,6.0,4.0,34.49406,39.0,146.0,141.0,4.5,9.4,3.9,4.6,4.0,160.53268,13.337399,8.04019,5.783189,171.61308,8.0,True,False,False,False,False,True,5.0,27.5
0e52e687-67d3-451b-a9f0-3af19516eb93,2.0,68.0,53.24235,23.0,6.0,9.0,16.51857,27.0,86.0,83.0,5.8,5.4,3.8,3.8,4.2,204.5512,9.42047,29.979696,14.10866,198.10063,4.0,False,False,False,False,True,True,8.0,60.3
3f703235-7a69-4b29-b082-9d8d20484e30,2.0,70.0,47.61836,12.0,5.0,12.0,11.159137,36.0,68.0,80.0,7.4,5.6,4.4,4.1,2.8,131.38794,14.843441,14.827871,10.922198,142.32571,2.0,False,False,False,False,False,False,2.0,53.2
3099826c-ab38-4387-8d90-7873c9bd8452,3.0,61.0,87.36919,21.0,3.0,6.0,24.00104,55.0,103.0,108.0,1.6,0.5,4.6,4.1,4.4,100.0,0.641237,21.216858,17.093307,96.517685,6.0,False,False,False,True,False,False,9.0,71.0
627f1516-7ce7-4e70-879f-ca538c612996,3.0,22.0,10.444965,17.0,2.0,11.0,33.875248,48.0,141.0,134.0,5.2,0.4,4.5,3.7,3.4,100.0,1.1235334,7.5008984,2.7459455,96.36858,8.0,True,False,False,False,False,False,3.0,38.0
18d3f4d5-8339-46f9-ae40-c28a3f335880,2.0,50.0,75.92095,19.0,1.0,12.0,39.765,51.0,149.0,150.0,4.2,1.1,3.7,4.0,4.0,100.0,8.113933,15.848823,20.923126,113.18823,7.0,False,False,False,True,True,False,1.0,32.2
139940ab-9a5b-439e-8bfd-0bd6b9cd0a7d,2.0,70.0,12.711947,21.0,4.0,5.0,29.047697,22.0,108.0,120.0,8.9,7.9,4.0,3.4,3.6,100.0,12.804891,8.498443,16.09654,120.40299,9.0,False,False,True,True,True,False,8.0,41.6
5486ba33-bfbd-4363-b601-4d13c2228507,3.0,28.0,73.74216,17.0,2.0,8.0,2.6961026,32.0,57.0,54.0,3.6,9.5,4.2,5.0,3.7,100.0,7.3784604,28.908401,2.571,81.04106,12.0,False,False,False,True,True,False,3.0,61.2
b71c0fe1-ee13-4a92-9b63-c1f6b7b145fa,2.0,58.0,85.67047,4.0,4.0,2.0,25.940996,32.0,105.0,110.0,5.7,5.5,4.5,3.8,4.9,100.0,13.809132,4.480059,3.8671744,113.19624,6.0,False,False,False,True,False,False,12.0,60.0
11272151-eafb-4c81-827e-b5bfc4b607cf,2.0,44.0,44.124706,6.0,1.0,9.0,26.969563,17.0,99.0,96.0,2.2,7.1,3.9,4.8,4.2,100.0,9.426041,11.653772,6.862431,104.6347,2.0,False,False,False,True,True,False,15.0,72.4
b38cc84b-0003-46bf-9627-e9b346029f7a,2.0,34.0,99.14667,7.0,1.0,8.0,34.25492,9.0,140.0,118.0,9.0,4.9,4.0,4.2,4.5,100.0,13.248565,24.042383,17.793463,106.99964,5.0,False,True,False,False,True,False,13.0,42.0
8585445d-b526-4a41-b394-9ddd4c5965da,1.0,37.0,32.107853,2.0,5.0,3.0,30.686666,41.0,136.0,133.0,7.2,5.8,3.6,4.4,4.1,100.0,0.6261733,1.8515023,7.1993694,105.97404,3.0,False,False,False,False,True,False,13.0,45.9
42d5bf4a-20bc-483b-8a11-2fd547e2af16,1.0,68.0,0.2847669,9.0,1.0,9.0,35.3423,57.0,154.0,149.0,3.0,6.1,3.6,4.0,4.3,140.65591,1.2531561,0.16909043,16.860056,158.60004,2.0,False,False,False,False,False,False,13.0,46.7
a1784f85-fdca-475f-a179-c20b33f58608,2.0,19.0,66.9392,5.0,3.0,3.0,13.961636,45.0,99.0,101.0,7.9,9.4,4.5,4.3,4.2,100.0,4.2077274,22.99802,8.048878,89.25858,11.0,False,False,False,True,False,False,7.0,43.1
55a06507-9777-42d2-9b4d-ff5cac0d0515,2.0,19.0,28.204079,21.0,3.0,1.0,39.841763,26.0,132.0,141.0,6.1,5.9,4.7,4.5,4.1,126.9556,2.3708353,3.6897542,15.341811,140.97849,8.0,False,False,False,False,False,False,12.0,47.8
fe093308-b53e-4119-8e94-9d161aedd61c,3.0,45.0,11.907787,13.0,1.0,2.0,7.6756587,34.0,68.0,60.0,6.0,1.2,4.1,4.5,4.6,100.0,10.363796,13.363225,6.8225965,103.823166,9.0,False,False,False,False,False,False,5.0,68.0
dd4e2d06-20ac-4076-89d7-7e05f6eebc20,3.0,63.0,59.9447,15.0,6.0,1.0,13.322272,42.0,74.0,79.0,1.7,5.5,4.6,4.5,4.1,100.0,7.898999,24.0171,5.3676577,89.24956,11.0,False,False,True,False,False,True,7.0,71.4
13658ee1-d9b1-4d21-8788-0351316529fa,1.0,46.0,95.046425,16.0,4.0,10.0,9.066455,54.0,84.0,86.0,9.7,0.6,4.3,4.1,5.0,100.0,3.0315807,25.494482,24.0725,101.609604,8.0,False,False,False,False,True,True,9.0,62.3
75efaf50-bff3-4b87-ae5d-9a1d6badc2f1,1.0,67.0,28.715092,22.0,1.0,2.0,39.312397,34.0,156.0,142.0,5.0,4.4,3.8,4.0,4.5,100.0,4.913077,1.4915566,6.911515,110.33304,4.0,False,True,False,False,False,False,10.0,39.0
fb22a7c4-6db4-4390-b161-2ba42cca4a36,2.0,33.0,64.611404,15.0,4.0,1.0,29.114693,5.0,89.0,92.0,3.7,5.2,4.3,3.6,3.4,100.0,4.5960164,13.048944,11.188918,102.73599,2.0,False,False,False,False,False,False,5.0,58.2
92f2173b-c11a-4a51-8cae-f9016ebad0fe,1.0,65.0,78.53052,5.0,6.0,5.0,18.548717,31.0,103.0,93.0,8.2,3.8,4.8,4.4,3.9,170.8682,12.491731,29.79142,15.8492155,169.41772,3.0,True,False,False,True,True,True,10.0,54.7
56d88391-e33a-4def-9a51-9b8d4f2f471a,1.0,43.0,85.32222,19.0,2.0,11.0,18.018116,57.0,113.0,110.0,6.3,4.6,4.1,4.6,4.2,145.32579,5.4028816,29.889069,22.575478,143.41507,2.0,False,False,False,False,False,False,14.0,60.5
3e5779aa-0d46-4fec-ae88-dc8e3e5fc65e,1.0,33.0,95.024734,1.0,1.0,8.0,22.861832,12.0,93.0,97.0,8.3,9.2,4.8,4.8,4.0,100.0,13.976337,12.648692,9.083849,110.41149,5.0,False,False,False,False,False,False,1.0,34.2
0d9b2e11-7ea7-48c5-97d2-14d5248e658e,3.0,29.0,15.575149,3.0,3.0,8.0,0.28314137,39.0,45.0,42.0,1.0,5.2,2.9,4.3,4.4,100.0,12.180897,13.100641,20.862713,119.94297,11.0,False,False,False,False,False,False,6.0,83.0
37d0d3db-5dad-48de-8052-7ab8a4e7eaf7,3.0,23.0,26.564014,11.0,2.0,5.0,39.040596,26.0,128.0,134.0,2.9,6.7,4.5,3.9,4.4,136.24695,14.985181,19.912153,6.486495,137.80647,2.0,False,False,False,False,True,False,11.0,52.8
3dbc93c4-b5a4-484c-95a8-3c3ebb5f8f8d,1.0,28.0,79.81346,7.0,3.0,9.0,30.490498,41.0,135.0,128.0,5.8,4.7,4.1,3.5,3.3,100.0,0.14217976,10.81712,6.4716306,95.79669,11.0,False,False,False,True,True,False,5.0,36.3
2f28f117-bab6-4df0-a22e-b73a5f98483b,1.0,21.0,89.54019,12.0,6.0,3.0,35.685146,26.0,132.0,122.0,1.7,6.0,4.0,4.6,4.7,134.40747,0.48024693,25.244543,24.247522,133.8907,7.0,True,False,False,False,False,True,1.0,36.6
9673d0f8-2359-409c-a906-97faf68d1e92,3.0,34.0,47.662273,21.0,2.0,3.0,23.779581,35.0,108.0,108.0,9.4,1.3,4.1,3.5,3.7,118.203224,9.716466,17.42978,21.871754,132.36166,3.0,False,False,False,False,False,False,15.0,63.0
e5ef327e-0429-4355-9675-045c3e97f201,2.0,41.0,85.08286,3.0,6.0,6.0,22.455683,59.0,148.0,137.0,9.6,9.8,3.2,4.1,3.7,100.0,9.46481,5.8619046,6.4018607,110.00477,7.0,False,True,False,True,False,True,5.0,15.9
96bf3820-b8ee-486a-9d99-d53b63a8e33b,2.0,72.0,71.07312,11.0,3.0,1.0,23.246634,46.0,115.0,114.0,7.1,3.3,4.0,4.1,3.7,100.0,10.334205,9.549291,11.714387,112.4993,2.0,False,False,False,False,False,False,2.0,38.4
7daa7080-7303-45c7-af9b-a87efb446bf5,2.0,75.0,89.199554,7.0,3.0,11.0,37.58838,19.0,134.0,127.0,2.3,8.7,4.3,4.2,4.4,100.0,11.469934,6.0849524,11.468892,116.853874,9.0,True,False,False,False,True,False,9.0,45.0
562ef695-857f-4277-8348-187a00413f66,1.0,38.0,40.898373,4.0,5.0,7.0,28.292038,27.0,146.0,122.0,8.1,8.7,4.8,4.2,3.9,100.0,4.15727,25.12679,19.46182,98.4923,1.0,False,True,True,True,False,False,7.0,24.9
93aa7081-a44e-4303-ba32-65312c688d0d,3.0,70.0,23.99724,16.0,3.0,11.0,25.528194,46.0,139.0,119.0,6.1,3.8,3.9,4.3,3.6,100.0,9.062679,18.570822,17.323574,107.81543,11.0,False,True,False,True,False,False,3.0,31.9
f74e232e-6852-4e03-b306-752af5bea3c3,3.0,41.0,39.26666,17.0,4.0,1.0,10.356167,49.0,76.0,77.0,4.7,1.9,3.7,3.2,3.8,100.0,1.9403703,6.53436,22.734283,118.1403,9.0,False,False,False,False,False,False,9.0,73.6
7af3905a-7585-4162-9881-a2129b54c94a,1.0,20.0,72.88609,20.0,6.0,5.0,5.265227,7.0,33.0,31.0,3.8,2.9,3.9,4.2,3.0,116.809044,14.973829,12.121768,20.579111,140.24022,7.0,True,False,False,True,True,True,14.0,100.0
1dbc12de-09ef-4ea4-8e05-d2737aa35dfc,2.0,70.0,69.55876,13.0,1.0,8.0,11.64885,56.0,77.0,85.0,4.3,1.7,4.5,3.3,3.5,100.0,11.100893,21.068626,9.134759,99.16702,4.0,True,False,False,True,False,False,3.0,63.4
048a8adc-b685-45ef-a09e-8ffada029df5,1.0,35.0,7.671458,5.0,6.0,5.0,15.933245,44.0,99.0,93.0,4.1,6.6,4.2,4.5,3.3,100.0,11.495855,22.12723,19.195278,108.5639,3.0,False,False,False,True,False,True,11.0,62.1
cdb8c510-1ba9-4439-b8b6-2aec5f22d962,2.0,37.0,27.77478,0.0,2.0,10.0,38.03288,35.0,148.0,145.0,6.6,5.9,3.9,4.0,3.9,130.95241,14.75674,0.86901134,9.994294,154.83443,5.0,True,False,False,False,False,False,3.0,24.2
e3519bb1-319f-413c-9ea3-d4c087d129c1,3.0,43.0,10.828031,21.0,4.0,4.0,31.589645,42.0,115.0,121.0,1.0,4.2,4.3,3.3,4.4,100.0,9.416251,6.714725,0.25113243,102.95266,9.0,False,False,False,True,False,False,10.0,63.7
e75b95ed-c72f-4809-8974-87378d59ca47,3.0,73.0,59.98237,0.0,5.0,11.0,27.682434,26.0,107.0,98.0,2.0,2.7,4.1,3.9,4.3,100.0,5.8467994,15.042268,15.361455,106.165985,11.0,False,False,False,True,False,False,7.0,61.7
90d6b0b8-dfcb-4c51-8b91-755304ff9a5a,3.0,69.0,59.180786,22.0,6.0,5.0,16.55956,23.0,87.0,89.0,9.3,6.9,4.5,4.0,4.7,136.45775,12.924898,22.075974,8.318866,135.62553,12.0,False,False,False,True,False,True,12.0,57.8
7d20ef8f-1c2b-4493-976e-296c9c3ff298,1.0,54.0,6.819382,16.0,1.0,9.0,29.321941,15.0,93.0,97.0,5.2,0.8,3.8,4.7,4.6,102.95631,6.081712,22.43461,0.72010237,87.32351,2.0,False,False,False,False,False,False,3.0,56.6
0869167d-ce84-48c2-a356-b87069c78ff3,1.0,55.0,81.81026,8.0,1.0,10.0,23.179956,25.0,108.0,105.0,8.3,6.8,4.0,4.3,3.7,100.0,14.684671,10.641053,22.965004,127.00862,5.0,False,False,False,False,False,False,9.0,46.2
e4003e70-c792-461a-b4a2-a63b70c709d5,3.0,74.0,59.922417,10.0,3.0,1.0,24.948818,14.0,94.0,98.0,5.1,9.3,3.9,4.3,4.0,100.0,6.0877786,12.345988,11.762607,105.504395,10.0,False,False,False,True,False,False,4.0,45.4
69b87cc4-0a95-4a9c-9f64-3c8d1ba2cd9f,3.0,34.0,58.08869,7.0,1.0,11.0,3.0953312,17.0,44.0,44.0,9.4,2.4,3.4,4.7,4.0,100.0,5.395174,17.058445,24.462503,112.79923,11.0,True,False,False,False,False,False,2.0,63.6
2c183901-d7a6-493d-9a95-4e61880233fa,3.0,28.0,59.382378,11.0,1.0,2.0,23.452654,55.0,141.0,127.0,6.5,7.7,4.2,4.2,2.8,100.0,4.4657726,0.45625716,24.698002,128.70752,7.0,True,True,False,False,False,False,1.0,20.8
